SN,smiles,bandgap_chain
1027,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,3.3505
1028,[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],3.3512
1029,[*]c1cccc(C(c2ccccc2)(c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)C(F)(F)F)c1,3.352
1030,[*]C(=O)Nc1ccc(N2C(=O)c3ccc([*])cc3C2=O)cc1,3.3531
1031,[*]CCCCCCOc1ccc(C=Cc2ccc(O[*])cc2)cc1,3.3553
1032,[*]CC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],3.3554
1033,[*]c1cccc(-c2nnc(-c3cc(Cl)c(-c4nnc([*])o4)cc3Cl)o2)c1,3.3561
1034,[*]CC(=S)NO[*],3.3571
1035,[*]c1ccc(-c2ccc(-c3ccc4nc(Oc5cc(-c6ccccc6)c6cc([*])ccc6n5)cc(-c5ccccc5)c4c3)cc2)cc1,3.358
1036,[*]Nc1cc(NC(=O)c2ccccc2C([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,3.359
1037,[*]c1ccc2c(c1)c1cc([*])ccc1n2C,3.3599
1038,[*]Nc1cccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C([*])=O)c2)c1,3.3608
1039,[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cnc([*])cn2)c1,3.3622
1040,[*]c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)c1,3.3624
1041,[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],3.3637
1042,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C([*])=O)c2)cc1,3.3641
1043,[*]c1ccc(-c2ccc3[nH]c(-c4nc5cc([*])ccc5[nH]4)nc3c2)cc1,3.3642
1044,[*]Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc([*])cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,3.3654
1045,[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)c6ccccc56)cc4)cc3)cc2)cc1,3.366
1046,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,3.3674
1047,[*]c1ccc(-c2cnc3ccc(-c4ccc5nc([*])cnc5c4)cc3n2)cc1,3.3677
1048,[*]c1cccc(-c2nc3cc(-c4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)c1,3.3721
1049,[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5CC=CCC5C4=O)c3)cc2)cc1,3.3743
1050,[*]c1ccc(-c2csc(-c3cc([*])cs3)c2)cc1,3.3768
1051,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,3.3769
1052,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc([*])cc4C3=O)c1C)C2=O,3.3805
1053,[*]C(=O)NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc([*])nc2)s1,3.3807
1054,[*]Nc1ccc(NC(=S)NC(=O)c2cccc(C(=O)NC([*])=S)c2)cc1,3.381
1055,[*]CCCC(=S)[*],3.3815
1056,[*]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,3.382
1057,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3O[*],3.3855
1058,[*]CC(C=C1)=CC=C1C(=S)O[*],3.3862
1059,[*]CNCC(=S)[*],3.3896
1060,[*]Nc1ccc([*])cc1Br,3.3926
1061,[*]Oc1cc(CCC)cc(OC(=O)c2cccc(C([*])=O)c2)c1,3.3935
1062,[*]c1cc(C=Nc2ccc(C)cc2)c([*])c(OC)c1,3.394
1063,[*]Oc1ccc(N=Nc2ccc([*])cc2)cc1,3.3958
1064,[*]c1ccc(N([*])c2ccc(S(=O)(=O)O)cc2)cc1,3.3958
1065,[*]NNC(=O)C=CC(=O)Nc1ccc(NC(=O)C=CC([*])=O)cc1,3.3960000000000004
1066,[*]c1ccc(C(c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,3.3962
1067,[*]c1ccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(-c4nnc([*])o4)cc3)c2)cc1,3.3971
1068,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCC(C)CC,3.3998
1069,[*]Oc1ccc(Oc2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(-c5ccc(C(Nc6ccc([*])cc6)=C(C#N)C#N)cc5)cc4)cc3)cc2)cc1,3.4011
1070,[*]Nc1ccc(-c2ccc([*])cc2)c(OC)c1,3.4023
1071,[*]CCOCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O[*])cc3)cc2)cc1,3.4046
1072,[*]NC(=O)NC(=S)[*],3.4055
1073,[*]Nc1cc(OC)c([*])cc1OC,3.406
1074,[*]c1ccc(-c2nnc(-c3cccc(-c4nnc([*])o4)c3)o2)cc1,3.4063
1075,[*]C=C([*])CO,3.4066
1076,C(F)(F)C(S1)=CC=C1C(F)(F)C(S2)=CC=C2,3.4068
1077,[*]C(C)=C([*])C#N,3.4072
1078,[*]Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc([*])cc4)cc3)cc2)cc1,3.4073
1079,[*]c1c(C)cc(Cc2cc(C)c(N3C(=O)c4ccc(Oc5cccc6c(Oc7ccc8c(c7)C(=O)N([*])C8=O)cccc56)cc4C3=O)c(C)c2)cc1C,3.4074
1080,[*]c1sc([*])c2sc(CCCCCCCCC)nc12,3.4078
1081,[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5C6CCC(C6)C5C4=O)c3)cc2)cc1,3.4083
1082,[*]c1ccc(C(c2ccccc2)(c2ccc(-c3nc4ccc(-c5ccc6nc([*])oc6c5)cc4o3)cc2)C(F)(F)F)cc1,3.409
1083,[*]CNC(=S)C(C=C1)=CC=C1[*],3.4092
1084,[*]CCOCCOCCOc1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(O[*])c3)cc2)c1,3.4122
1085,[*]CC([*])(C)C(=O)Nc1cccc(-c2nnc(-c3ccccc3)o2)c1,3.4128
1086,[*]NC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],3.4167
1087,[*]OCCOC(=O)CCCCC(=O)OCCOc1nc(-c2ccc(OC)cc2)nc([*])c1-c1ccc(OC)cc1,3.4169
1088,[*]c1ccc(-c2ccc3nc(Oc4cc(-c5ccccc5)c5cc([*])ccc5n4)cc(-c4ccccc4)c3c2)cc1,3.4178
1089,[*]c1ccc2[nH]c3ccc([*])cc3c2c1,3.4191
1090,[*]c1ccc2c([*])c(-c3ccccc3)[nH]c2c1,3.424
1091,[*]c1ccc(Oc2ccc3c(c2)C(=O)N([*])C3=O)cc1,3.4268
1092,[*]Cc1ccc(OCOc2ccc([*])c3cccnc23)c2ncccc12,3.4275
1093,[*]Nc1cc(NC(=O)c2cccc(C([*])=O)c2)c(N)cc1N,3.4285
1094,[*]Nc1ccc([*])cc1OCCCCS(=O)(=O)O,3.4308
1095,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5c6c(c([*])c7ccccc57)C(=O)N(c5ccccc5)C6=O)cc4)cc3)cc2)cc1,3.4309
1096,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5c6c(c([*])c7ccccc57)C(=O)N(C)C6=O)cc4)cc3)cc2)cc1,3.4309
1097,[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,3.431
1098,[*]Sc1ccc(C(=O)CNNCC(=O)c2ccc([*])cc2)cc1,3.4329
1099,[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],3.4334
1100,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C([*])=O)c3)cc2)cc1,3.4339
1101,[*]CCN1C(=O)C(=CCCCC=C2SC(=S)N([*])C2=O)SC1=S,3.4353
1102,[*]Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C([*])=O)c4)c3)cc2)cc1,3.4375
1103,[*]c1ccc(-c2nc(-c3ccc(-c4nc([*])sc4C(=O)O)cc3)c(C(=O)O)s2)cc1,3.438
1104,[*]Oc1c(F)c(F)c(S(=O)(=O)c2c(F)c(F)c(Oc3ccc(C(c4ccc([*])cc4)(C(F)(F)F)C(F)(F)F)cc3)c(F)c2F)c(F)c1F,3.4387
1105,[*]c1ccc2c(c1)c1cc([*])ccc1n2CC,3.4388
1106,[*]Oc1ccc(-c2ccc(N=Nc3ccc(C([*])=O)cc3)cc2)cc1,3.4403
1107,[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,3.442
1108,[*]Oc1ccc(C=C2CCCC(=Cc3ccc(OC(=O)CCCCC([*])=O)cc3)C2=O)cc1,3.4421
1109,[*]Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cccc(C([*])=O)c4)c(C)c3)CCC3CCCCC3C2)cc1C,3.4436
1110,[*]C=Cc1cccc(C=Cc2cc([*])ncn2)c1,3.4447
1111,[*]CC([*])c1ccc2ccccc2c1,3.4472
1112,[*]c1ccc2c(c1)c1cc([*])ccc1n2C=C,3.4473
1113,[*]c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc([*])nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,3.448
1114,[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,3.4482
1115,[*]NC(S1)=CC=C1OC(=S)[*],3.4485
1116,[*]C(=S)N([*])CCC,3.4485
1117,[*]C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3O[*],3.4535
1118,[*]c1cc(OCCCCCCCCCC)cc(-c2nc3cc4sc([*])nc4cc3s2)c1,3.4535
1119,[*]Oc1ccc(C(=O)Nc2cc(NC(=O)c3ccc([*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,3.4538
1120,[*]C=C([*])c1cccs1,3.454
1121,[*]Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc4cc(C([*])=O)ccc4c3)c2)(C(F)(F)F)C(F)(F)F)ccc1O,3.4541
1122,[*]Nc1ccc(NC(=O)c2c(F)c(F)c(C([*])=O)c(F)c2F)cc1,3.4551
1123,[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],3.4558
1124,[*]CC([*])(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CC,3.4577
1125,[*]C=Cc1csc(C=Cc2cccc([*])n2)c1CCCCCC,3.4585
1126,[*]CC(S1)=CC=C1C(S2)=CC=C2O[*],3.4592
1127,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(NC(=O)c5ccncc5)cc(C(=O)Nc5ccc([*])cc5)c4)cc3)cc2)cc1,3.4604
1128,[*]N1CC(O)=C(C2C(=O)C3=C(C2=O)C(C)(F)N3[*])C1=O,3.4658
1129,[*]Nc1cc(NC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,3.4679
1130,[*]NNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C([*])=S)c2)cc1,3.4684
1131,[*]Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,3.4698
1132,[*]Oc1ccc(Oc2ccc(Oc3cccc(C(=O)Oc4ccc(OC(=O)c5cccc([*])c5)cc4)c3)cc2)cc1,3.47
1133,[*]Oc1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc([*])cc4)cc3)cc2)cc1,3.4703
1134,[*]Oc1cc(C(C)(C)c2ccccc2)c(OC(=O)c2ccc(C([*])=O)cc2)cc1C(C)(C)c1ccccc1,3.4711
1135,[*]Cc1ccc(Cc2ccc(CSC(=O)c3ccccc3C(=O)S[*])cc2)cc1,3.472
1136,[*]c1ccc(-c2ccc([Si](C)(C)c3ccc([*])s3)s2)cc1,3.4722
1137,[*]C=Cc1csc(C=Cc2cccc([*])n2)c1CCCCCCCC,3.4739
1138,[*]NNC(=O)c1ccc(C([*])=O)cc1OCCCCCCCCCC,3.4755
1139,[*]COC(=O)c1ccc(C(=O)OCc2ccc([*])o2)cc1,3.4760000000000004
1140,[*]Nc1ccc(-c2ccc(Nc3ccc4c(c3)c3cc([*])ccc3n4CC(CC)CCCC)cc2)cc1,3.4761
1141,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc(-c4ccccc4)c4ccc(Oc5ccc6c(-c7ccccc7)nn([*])c(=O)c6c5)cc4c3=O)cc2)cc1,3.4797
1142,[*]c1cccc(-c2nc3cc4nc([*])[nH]c4cc3[nH]2)c1,3.4806
1143,[*]CC([*])CNc1ccc([N+](=O)[O-])cn1,3.4829
1144,[*]c1cccc(-c2nc3cc(-c4ccc5[nH]c([*])nc5c4)ccc3[nH]2)c1,3.4864
1145,[*]Oc1ccc(OC(=O)c2cc(OCCCCCCOCCCCC)c(C([*])=O)cc2OCCCCCCOCCCCC)cc1,3.4928
1146,[*]Nc1c(C)c(C)c(C(=O)c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)c(C)c1C,3.4961
1147,[*]Oc1ccccc1C(=O)OCCOCCOCCOC(=O)c1ccccc1Oc1nc([*])nc(N(CC)c2ccccc2)n1,3.4967
1148,[*]c1cccc(-c2nc3cc(-c4ccc5oc([*])nc5c4)ccc3o2)c1,3.4974
1149,[*]Nc1ccc(C(=O)c2c(C)c(C)c(C(=O)c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c(C)c2C)cc1,3.4981
1150,[*]Nc1ccc([*])cc1O,3.4981
1151,[*]Nc1ccc(-c2ccc([*])cc2)c(C)c1,3.4981
1152,[*]c1csc([*])c1,3.5004
1153,[*]CC(=O)C(C=C1)=CC=C1C(S2)=CC=C2[*],3.5015
1154,[*]c1ccc([*])nn1,3.5021
1155,[*]Oc1ccc(C(=O)CNCCCNCC(=O)c2ccc([*])cc2)cc1,3.504
1156,[*]CC([*])c1ccc(CCl)cc1,3.5045
1157,[*]Nc1cccc(NC(=O)C=CC([*])=O)c1,3.505
1158,[*]N=P([*])(Cl)Cl,3.5076
1159,[*]Cc1ccc(-c2ccc(CSC(=O)c3cccc(C(=O)S[*])c3)cc2)cc1,3.5122
1160,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)n1,3.5123
1161,[*]NC(S1)=CC=C1C(=O)O[*],3.5126
1162,[*]Nc1ccc([*])cc1[N+](=O)[O-],3.5129
1163,[*]c1cccc(-n2nc(-c3ccccc3)c3cc(Oc4ccc5c(-c6ccccc6)nn([*])c(=O)c5c4)ccc3c2=O)c1C#N,3.5145
1164,[*]c1ncc(-c2cnc([*])c(C)c2)cc1C,3.5147
1165,[*]Nc1cccc(NC(=O)c2ccc(NC(=O)c3ccc([Si](C)(C)c4ccc(C(=O)Nc5ccc(C([*])=O)cc5)cc4)cc3)cc2)c1,3.5154
1166,[*]CC([*])n1cncn1,3.5171
1167,[*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,3.5181
1168,[*]C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccc([*])cc5C4=O)c2C)C3=O)cc1,3.5192
1169,[*]C(=O)C(C=C1)=CC=C1OC(=S)[*],3.5207
1170,[*]C(C#N)=C(C#N)n1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,3.5209
1171,[*]CC(O)COC(=O)CC(=CC(=O)O[*])c1cc(C)ccc1OC,3.5228
1172,[*]c1ccc(CCc2ccc(N3C(=O)C(=O)N([*])C3=O)cc2)cc1,3.5244
1173,[*]CC([*])n1cc2ccccc2n1,3.5251
1174,[*]c1ccc(Sc2ccc(-c3nn(-c4ccc(S(=O)(=O)c5ccc(-n6nc([*])c7ccccc7c6=O)cc5)cc4)c(=O)c4ccccc34)cc2)cc1,3.5259
1175,[*]CC([*])c1ccc(C=O)cc1,3.5283
1176,[*]CCCCCCCCc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,3.5305
1177,[*]Nc1ccc(NC(=O)c2cccc(C([*])=O)c2)cc1,3.5313
1178,[*]Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,3.5352
1179,[*]Oc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,3.5392
1180,[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(Oc4ccc(Oc5cccc(C([*])=O)c5)cc4)c3)cc2)cc1,3.5397
1181,[*]OCCOC(=O)CCCC(=O)OCCOc1nc(-c2ccc(OCCCC)cc2)nc([*])c1-c1ccc(OC)cc1,3.5409
1182,[*]c1ccc(Nc2cc(C)c([*])s2)cc1,3.5418
1183,[*]c1ccc2[nH]c([*])nc2c1,3.5433
1184,[*]CCCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,3.5443
1185,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,3.5452
1186,[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cccc([*])n3)cc2)cc1,3.5459
1187,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C1CCCCCC1,3.5463
1188,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)CCC3CCCCC3C2)cc1,3.5467
1189,[*]Oc1ccc(C(=O)CNCCNCC(=O)c2ccc([*])cc2)cc1,3.5485
1190,[*]C(=O)c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc([*])s5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,3.549
1191,[*]CCC[Si](C)(C)O[Si](C)(C)CCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,3.5493
1192,[*]CNC(=S)C(S1)=CC=C1[*],3.5518
1193,[*]c1ccc(-c2cc(OCCCCCCCCCC)c([*])cc2OCCCCCCCCCC)cc1,3.5529
1194,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCCCCCCCCC,3.553
1195,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],3.553
1196,[*]CCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3c(Br)c2c1=O,3.5532
1197,O([*])c1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)([*]),3.5538
1198,[*]N=C(N=C(NC(C)=O)NC(C)=O)N=C([*])OC(C)=O,3.5543
1199,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,3.5599
1200,[*]C(=O)C(O)c1ccc([*])s1,3.56
1201,[*]c1ccc(C(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,3.5606
1202,[*]NC(C#N)=C(C#N)NC(=O)c1ccc(C([*])=O)cc1,3.5611
1203,[*]CCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3c(Br)c2c1=O,3.5619
1204,[*]OC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)Oc4ccc5c(c4)Oc4cc([*])ccc4C5(C)C)cc32)cc1,3.5631
1205,[*]NC(=S)NC(C=C1)=CC=C1[*],3.5643
1206,[*]C(=O)C(S1)=CC=C1OC(S2)=CC=C2[*],3.5651
1207,[*]c1cc(C=Nc2cccc(C)c2)cc([*])c1O,3.5653
1208,[*]Cc1ccc(Cc2ccc(CSC(=O)c3cccc(C(=O)S[*])c3)cc2)cc1,3.5655
1209,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],3.5669
1210,[*]CCCCCCCCCOc1ccc(C=CC=Cc2ccc(O[*])c(C)c2)cc1C,3.57
1211,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,3.5702
1212,[*]c1ccc2c(c1)c1cc([*])ccc1n2-c1ccccc1,3.5708
1213,[*]CCCCCCCCCCOc1cccc(OC(=O)c2ccc(C(=O)Oc3cccc(O[*])c3)cc2)c1,3.5777
1214,[*]CC([*])(C)C(=O)Oc1ccc2ccccc2c1,3.5795
1215,C(F)(F)C(F)(F)C(=O)C(S1)=CC=C1,3.5797
1216,[*]CCOCCOCCOc1cccc(NC(=O)c2cccc(C(=O)Nc3cccc(O[*])c3)c2)c1,3.5819
1217,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,3.5837
1218,[*]Nc1ccc([*])cc1CCCCCCCCCCCCCCC,3.5851
1219,[*]c1ccc(-c2ccc([*])nc2)cn1,3.5858
1220,[*]Oc1ccc(NC(=O)c2ccc([Si](C)(C)c3ccc(C([*])=O)cc3)cc2)cc1,3.5860000000000003
1221,[*]N=C1C=CC([*])C=C1C,3.5860000000000003
1222,[*]C(=O)NNC(=O)c1ccc([*])nc1,3.5877
1223,[*]C(=O)N1CC(=O)N(C(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)C1=O,3.5902
1224,[*]c1ccc(-c2nc3cc4nc([*])[nH]c4cc3[nH]2)cc1,3.5933
1225,[*]CC([*])c1ccc(C(=O)Cc2ccccc2)cc1,3.5934
1226,[*]c1cccc(-c2cc([*])cc3c2NC(C)(C)OC3(C)C)c1,3.5944
1227,[*]CCCCOC(=O)SSSSC(=O)O[*],3.5946
1228,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCCCCCCCC,3.5957
1229,[*]c1cccc(-c2nc3ccc(-c4ccc5oc([*])nc5c4)cc3o2)c1,3.597
1230,[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5cc([*])[nH]n5)cc4)cc3)cc2)cc1,3.5975
1231,C(F)(F)C(F)(F)C(=S)O,3.5989
1232,[*]c1ccc(C(=O)CNNCC(=O)c2ccc(S([*])(=O)=O)cc2)cc1,3.599
1233,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C(=O)O,3.6002
1234,[*]CCNC(=O)c1cccc(C(=O)NCCOC(=O)c2ccc(C(=O)O[*])cc2)c1,3.6005
1235,[*]C(=O)C(S1)=CC=C1OC(=S)[*],3.6056
1236,[*]Sc1ccc(Nc2ccc(Nc3ccc(Nc4ccc([*])cc4)cc3)cc2)cc1,3.6059
1237,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)OCC,3.6069
1238,[*]Oc1ccc(Cc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,3.6094
1239,[*]CC([*])C(=O)c1ccc(Br)c(OC)c1,3.6104
1240,NC(=S)NC(C=C1)=CC=C1NC(=S)NC(C=C2)=CC=C2OC(C=C3)=CC=C3,3.6104
1241,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,3.6128
1242,[*]c1ccc2ccc([*])cc2c1,3.6133
1243,[*]Oc1c(C)cc(N=Nc2ccc(C([*])=O)cc2)cc1C,3.6143
1244,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCCCCC,3.6147
1245,[*]CCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N([*])C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,3.6153
1246,[*]c1ccc2c(c1)c1cc([*])ccc1n2CC(=O)OCC,3.6156
1247,[*]Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc(C([*])=O)cc3)c2)(C(F)(F)F)C(F)(F)F)ccc1O,3.6159
1248,[*]C(=O)C(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],3.616
1249,[*]COC(S1)=CC=C1C(C=C2)=CC=C2[*],3.6162
1250,[*]CCCCCCCOc1ccc(C=CC=Cc2ccc(O[*])c(C)c2)cc1C,3.617
1251,[*]Cc1c(O)c(C(C)=O)cc(CNC(=S)N[*])c1OC,3.618
1252,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C,3.6189
1253,[*]Oc1ccc(-c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,3.6206
1254,[*]Oc1ccc(C=CC([*])=O)cc1,3.6215
1255,[*]Nc1ccc([*])cc1C(C)CC,3.6224
1256,[*]Nc1ccc([*])cc1C,3.6225
1257,[*]Oc1ccc(N=CC=Nc2ccc(OC(=O)Nc3cc(NC([*])=O)ccc3C)cc2)cc1,3.6227
1258,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(F)cc2)cc1,3.6251
1259,[*]CC(=O)OC(=S)[*],3.6251
1260,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C=O,3.6263
1261,[*]Oc1ccc(OC(=O)c2ccc(C(C)(C)c3ccc(C([*])=O)cc3)cc2)cc1,3.6274
1262,[*]c1cc(OCC)c([*])cc1OC,3.6285
1263,[*]CC1(C)CC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)CC(C)(C)C1,3.6299
1264,[*]C(=O)CCN1CCN(CCC(=O)N2CCN([*])CC2)CC1,3.6334
1265,[*]C(I)=C([*])I,3.6353
1266,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,3.6355
1267,[*]c1ccc2oc([*])nc2c1,3.6359
1268,[*]CC(=O)C(C)C([*])c1ccc(O)c2ncccc12,3.636
1269,[*]c1nc(Cl)nc(N(c2ccccc2)c2nc(Nc3ccccc3)nc(N([*])c3ccccc3)n2)n1,3.6369
1270,[*]c1nc(C)nc(N(CCCCN([*])c2ccccc2)c2ccccc2)n1,3.6374
1271,[*]Oc1ccc(NC(=O)c2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,3.6392
1272,[*]C(S1)=CC=C1OC(=S)O[*],3.6393
1273,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C1CC2CCC1C2,3.6406
1274,[*]CCN([*])Cc1ccccc1,3.6413
1275,[*]OC(=O)c1ccc(SCCCCSc2ccc(C([*])=O)cc2)cc1,3.643
1276,[*]C(=S)N([*])CC=C,3.6436
